split,image_width,image_height,bbox_width,bbox_height,bbox_ratio
train,1920,1080,30,15,0.00021701388888888888
train,1920,1080,39,20,0.0003761574074074074
train,1920,1080,33,19,0.0003023726851851852
train,1920,1080,28,21,0.00028356481481481483
train,1920,1080,26,17,0.00021315586419753087
train,1920,1080,55,36,0.0009548611111111111
train,1920,1080,35,19,0.0003206983024691358
train,1920,1080,36,27,0.00046875
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,33,18,0.00028645833333333333
train,1920,1080,30,23,0.0003327546296296296
train,1920,1080,29,24,0.0003356481481481481
train,1920,1080,55,39,0.0010344328703703705
train,1920,1080,39,23,0.0004325810185185185
train,1920,1080,27,16,0.00020833333333333335
train,1920,1080,69,32,0.0010648148148148149
train,1920,1080,43,24,0.0004976851851851852
train,1920,1080,30,18,0.00026041666666666666
train,1920,1080,29,15,0.0002097800925925926
train,1920,1080,64,36,0.0011111111111111111
train,1920,1080,36,16,0.0002777777777777778
train,1920,1080,33,15,0.00023871527777777777
train,1920,1080,46,26,0.0005767746913580247
train,1920,1080,25,15,0.0001808449074074074
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,45,25,0.0005425347222222222
train,1920,1080,50,23,0.000554591049382716
train,1920,1080,35,23,0.00038821373456790123
train,1920,1080,42,16,0.00032407407407407406
train,1920,1080,46,18,0.0003993055555555556
train,1920,1080,34,21,0.0003443287037037037
train,1920,1080,56,35,0.000945216049382716
train,1920,1080,34,24,0.0003935185185185185
train,1920,1080,43,19,0.0003940007716049383
train,1920,1080,36,15,0.00026041666666666666
train,1920,1080,38,14,0.0002565586419753086
train,1920,1080,34,24,0.0003935185185185185
train,1920,1080,43,14,0.00029031635802469137
train,1920,1080,30,22,0.00031828703703703706
train,1920,1080,43,26,0.000539158950617284
train,1920,1080,32,15,0.0002314814814814815
train,1920,1080,36,19,0.0003298611111111111
train,1920,1080,34,14,0.00022955246913580247
train,1920,1080,38,17,0.00031153549382716047
train,1920,1080,46,22,0.0004880401234567901
train,1920,1080,39,15,0.00028211805555555553
train,1920,1080,30,18,0.00026041666666666666
train,1920,1080,44,21,0.00044560185185185187
train,1920,1080,28,16,0.0002160493827160494
train,1920,1080,27,10,0.00013020833333333333
train,1920,1080,28,18,0.00024305555555555555
train,1920,1080,21,9,9.114583333333334e-05
train,1920,1080,48,29,0.0006712962962962962
train,1920,1080,28,17,0.00022955246913580247
train,1920,1080,30,17,0.00024594907407407405
train,1920,1080,37,18,0.00032118055555555556
train,1920,1080,28,11,0.00014853395061728396
train,1920,1080,40,18,0.00034722222222222224
train,1920,1080,57,17,0.00046730324074074073
train,1920,1080,43,26,0.000539158950617284
train,1920,1080,46,18,0.0003993055555555556
train,1920,1080,22,12,0.0001273148148148148
train,1920,1080,21,14,0.00014178240740740742
train,1920,1080,47,19,0.0004306520061728395
train,1920,1080,43,23,0.0004769483024691358
train,1920,1080,59,19,0.0005406057098765432
train,1920,1080,129,55,0.003421585648148148
train,1920,1080,120,71,0.004108796296296296
train,1920,1080,113,87,0.004741030092592593
train,1920,1080,142,68,0.0046566358024691355
train,1920,1080,123,73,0.004330150462962963
train,1920,1080,143,60,0.004137731481481482
train,1920,1080,135,55,0.0035807291666666665
train,1920,1080,117,52,0.0029340277777777776
train,1920,1080,109,47,0.002470582561728395
train,1920,1080,99,70,0.0033420138888888887
train,1920,1080,71,29,0.0009929591049382717
train,1920,1080,57,21,0.0005772569444444445
train,1920,1080,64,26,0.0008024691358024691
train,1920,1080,49,25,0.0005907600308641976
train,1920,1080,52,25,0.000626929012345679
train,1920,1080,53,22,0.0005623070987654321
train,1920,1080,58,28,0.000783179012345679
train,1920,1080,51,19,0.00046730324074074073
train,1920,1080,58,20,0.0005594135802469136
train,1920,1080,62,18,0.0005381944444444444
train,1920,1080,64,25,0.0007716049382716049
train,1920,1080,35,15,0.00025318287037037036
train,1920,1080,35,13,0.00021942515432098766
train,1920,1080,36,15,0.00026041666666666666
train,1920,1080,33,14,0.00022280092592592593
train,1920,1080,38,16,0.0002932098765432099
train,1920,1080,39,12,0.00022569444444444443
train,1920,1080,89,23,0.0009871720679012345
train,1920,1080,56,26,0.0007021604938271605
train,1920,1080,53,19,0.0004856288580246914
train,1920,1080,41,16,0.00031635802469135804
train,1920,1080,31,11,0.0001644483024691358
train,1920,1080,42,20,0.0004050925925925926
train,1920,1080,48,19,0.0004398148148148148
train,1920,1080,34,11,0.00018036265432098766
train,1920,1080,24,8,9.259259259259259e-05
train,1920,1080,30,13,0.0001880787037037037
train,1920,1080,25,8,9.645061728395061e-05
train,1920,1080,23,10,0.00011091820987654321
train,1920,1080,22,14,0.00014853395061728396
train,1920,1080,18,8,6.944444444444444e-05
train,1920,1080,26,9,0.00011284722222222222
train,1920,1080,21,8,8.101851851851852e-05
train,1920,1080,32,14,0.0002160493827160494
train,1920,1080,36,13,0.00022569444444444443
train,1920,1080,47,25,0.0005666473765432099
train,1920,1080,40,24,0.000462962962962963
train,1920,1080,34,21,0.0003443287037037037
train,1920,1080,28,11,0.00014853395061728396
train,1920,1080,29,13,0.0001818094135802469
train,1920,1080,25,14,0.00016878858024691357
train,1920,1080,17,9,7.378472222222222e-05
train,1920,1080,17,9,7.378472222222222e-05
train,1920,1080,17,8,6.558641975308642e-05
train,1920,1080,15,9,6.510416666666667e-05
train,1920,1080,16,11,8.487654320987654e-05
train,1920,1080,16,8,6.17283950617284e-05
train,1920,1080,23,12,0.00013310185185185186
train,1920,1080,25,18,0.00021701388888888888
train,1920,1080,28,16,0.0002160493827160494
train,1920,1080,29,19,0.00026572145061728395
train,1920,1080,36,22,0.00038194444444444446
train,1920,1080,45,40,0.0008680555555555555
train,1920,1080,28,17,0.00022955246913580247
train,1920,1080,23,10,0.00011091820987654321
train,1920,1080,18,12,0.00010416666666666667
train,1920,1080,18,9,7.8125e-05
train,1920,1080,22,9,9.548611111111112e-05
train,1920,1080,23,14,0.0001552854938271605
train,1920,1080,23,19,0.0002107445987654321
train,1920,1080,22,9,9.548611111111112e-05
train,1920,1080,27,19,0.00024739583333333335
train,1920,1080,20,13,0.0001253858024691358
train,1920,1080,17,6,4.9189814814814815e-05
train,1920,1080,16,9,6.944444444444444e-05
train,1920,1080,28,12,0.00016203703703703703
train,1920,1080,29,18,0.0002517361111111111
train,1920,1080,120,76,0.004398148148148148
train,1920,1080,27,20,0.00026041666666666666
train,1920,1080,19,13,0.00011911651234567901
train,1920,1080,23,11,0.00012201003086419753
train,1920,1080,21,10,0.00010127314814814815
train,1920,1080,25,16,0.00019290123456790122
train,1920,1080,22,17,0.00018036265432098766
train,1920,1080,14,8,5.401234567901235e-05
train,1920,1080,17,8,6.558641975308642e-05
train,1920,1080,21,13,0.00013165509259259258
train,1920,1080,19,9,8.246527777777778e-05
train,1920,1080,25,15,0.0001808449074074074
train,1920,1080,31,13,0.0001943479938271605
train,1920,1080,26,15,0.0001880787037037037
train,1920,1080,31,13,0.0001943479938271605
train,1920,1080,30,14,0.0002025462962962963
train,1920,1080,32,20,0.00030864197530864197
train,1920,1080,31,20,0.00029899691358024693
train,1920,1080,27,14,0.00018229166666666667
train,1920,1080,18,8,6.944444444444444e-05
train,1920,1080,35,21,0.00035445601851851854
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,27,10,0.00013020833333333333
train,1920,1080,24,13,0.00015046296296296297
train,1920,1080,23,19,0.0002107445987654321
train,1920,1080,23,10,0.00011091820987654321
train,1920,1080,30,13,0.0001880787037037037
train,1920,1080,27,12,0.00015625
train,1920,1080,95,30,0.0013744212962962963
train,1920,1080,26,10,0.0001253858024691358
train,1920,1080,33,18,0.00028645833333333333
train,1920,1080,28,9,0.00012152777777777777
train,1920,1080,25,12,0.00014467592592592592
train,1920,1080,19,8,7.330246913580247e-05
train,1920,1080,19,14,0.0001282793209876543
train,1920,1080,24,17,0.00019675925925925926
train,1920,1080,18,8,6.944444444444444e-05
train,1920,1080,21,10,0.00010127314814814815
train,1920,1080,19,11,0.00010079089506172839
train,1920,1080,19,9,8.246527777777778e-05
train,1920,1080,24,14,0.00016203703703703703
train,1920,1080,29,24,0.0003356481481481481
train,1920,1080,16,9,6.944444444444444e-05
train,1920,1080,15,7,5.063657407407407e-05
train,1920,1080,17,9,7.378472222222222e-05
train,1920,1080,21,8,8.101851851851852e-05
train,1920,1080,12,8,4.6296296296296294e-05
train,1920,1080,13,6,3.7615740740740744e-05
train,1920,1080,18,8,6.944444444444444e-05
train,1920,1080,15,5,3.616898148148148e-05
train,1920,1080,17,6,4.9189814814814815e-05
train,1920,1080,21,9,9.114583333333334e-05
train,1920,1080,17,9,7.378472222222222e-05
train,1920,1080,16,8,6.17283950617284e-05
train,1920,1080,22,16,0.00016975308641975308
train,1920,1080,21,12,0.00012152777777777777
train,1920,1080,39,25,0.00047019675925925923
train,1920,1080,27,14,0.00018229166666666667
train,1920,1080,41,29,0.0005733989197530864
train,1920,1080,40,24,0.000462962962962963
train,1920,1080,30,13,0.0001880787037037037
train,1920,1080,56,27,0.0007291666666666667
train,1920,1080,50,30,0.0007233796296296296
train,1920,1080,29,13,0.0001818094135802469
train,1920,1080,29,18,0.0002517361111111111
train,1920,1080,29,10,0.0001398533950617284
train,1920,1080,30,12,0.00017361111111111112
train,1920,1080,48,28,0.0006481481481481481
train,1920,1080,27,19,0.00024739583333333335
train,1920,1080,29,9,0.00012586805555555555
train,1920,1080,48,16,0.00037037037037037035
train,1920,1080,33,18,0.00028645833333333333
train,1920,1080,53,25,0.0006389853395061729
train,1920,1080,54,32,0.0008333333333333334
train,1920,1080,35,21,0.00035445601851851854
train,1920,1080,36,22,0.00038194444444444446
train,1920,1080,48,27,0.000625
train,1920,1080,26,11,0.00013792438271604938
train,1920,1080,28,14,0.0001890432098765432
train,1920,1080,24,12,0.0001388888888888889
train,1920,1080,36,19,0.0003298611111111111
train,1920,1080,33,16,0.0002546296296296296
train,1920,1080,25,12,0.00014467592592592592
train,1920,1080,21,11,0.00011140046296296297
train,1920,1080,31,19,0.00028404706790123455
train,1920,1080,24,12,0.0001388888888888889
train,1920,1080,24,13,0.00015046296296296297
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,28,15,0.0002025462962962963
train,1920,1080,36,18,0.0003125
train,1920,1080,26,9,0.00011284722222222222
train,1920,1080,24,10,0.00011574074074074075
train,1920,1080,18,7,6.076388888888889e-05
train,1920,1080,22,8,8.487654320987654e-05
train,1920,1080,20,10,9.645061728395061e-05
train,1920,1080,28,14,0.0001890432098765432
train,1920,1080,19,9,8.246527777777778e-05
train,1920,1080,18,9,7.8125e-05
train,1920,1080,28,13,0.00017554012345679014
train,1920,1080,22,14,0.00014853395061728396
train,1920,1080,20,8,7.716049382716049e-05
train,1920,1080,20,14,0.00013503086419753085
train,1920,1080,26,13,0.00016300154320987654
train,1920,1080,16,7,5.401234567901235e-05
train,1920,1080,16,7,5.401234567901235e-05
train,1920,1080,16,6,4.6296296296296294e-05
train,1920,1080,28,12,0.00016203703703703703
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,41,18,0.0003559027777777778
train,1920,1080,36,24,0.0004166666666666667
train,1920,1080,17,10,8.198302469135803e-05
train,1920,1080,26,14,0.00017554012345679014
train,1920,1080,27,12,0.00015625
train,1920,1080,24,15,0.00017361111111111112
train,1920,1080,29,17,0.00023775077160493826
train,1920,1080,31,14,0.00020929783950617283
train,1920,1080,28,17,0.00022955246913580247
train,1920,1080,21,9,9.114583333333334e-05
train,1920,1080,26,11,0.00013792438271604938
train,1920,1080,25,12,0.00014467592592592592
train,1920,1080,37,19,0.00033902391975308645
train,1920,1080,54,20,0.0005208333333333333
train,1920,1080,147,70,0.004962384259259259
train,1920,1080,192,73,0.006759259259259259
train,1920,1080,65,27,0.0008463541666666667
train,1920,1080,69,27,0.0008984375
train,1920,1080,24,12,0.0001388888888888889
train,1920,1080,22,10,0.00010609567901234568
train,1920,1080,48,19,0.0004398148148148148
train,1920,1080,45,26,0.0005642361111111111
train,1920,1080,46,24,0.0005324074074074074
train,1920,1080,40,20,0.00038580246913580245
train,1920,1080,36,22,0.00038194444444444446
train,1920,1080,39,14,0.00026331018518518516
train,1920,1080,62,25,0.0007474922839506172
train,1920,1080,52,30,0.0007523148148148148
train,1920,1080,49,35,0.0008270640432098765
train,1920,1080,65,25,0.0007836612654320988
train,1920,1080,43,17,0.0003525270061728395
train,1920,1080,41,17,0.0003361304012345679
train,1920,1080,41,15,0.00029658564814814814
train,1920,1080,42,16,0.00032407407407407406
train,1920,1080,28,13,0.00017554012345679014
train,1920,1080,33,15,0.00023871527777777777
train,1920,1080,35,15,0.00025318287037037036
train,1920,1080,30,20,0.00028935185185185184
train,1920,1080,39,20,0.0003761574074074074
train,1920,1080,35,24,0.0004050925925925926
train,1920,1080,39,27,0.0005078125
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,57,33,0.0009071180555555555
train,1920,1080,48,16,0.00037037037037037035
train,1920,1080,27,14,0.00018229166666666667
train,1920,1080,41,13,0.0002570408950617284
train,1920,1080,39,15,0.00028211805555555553
train,1920,1080,34,14,0.00022955246913580247
train,1920,1080,42,21,0.0004253472222222222
train,1920,1080,46,23,0.0005102237654320988
train,1920,1080,30,20,0.00028935185185185184
train,1920,1080,31,12,0.00017939814814814815
train,1920,1080,48,19,0.0004398148148148148
train,1920,1080,48,26,0.0006018518518518519
train,1920,1080,65,34,0.0010657793209876544
train,1920,1080,116,61,0.003412422839506173
train,1920,1080,168,81,0.0065625
train,1920,1080,222,111,0.011883680555555555
train,1920,1080,73,41,0.001443383487654321
train,1920,1080,69,39,0.0012977430555555555
train,1920,1080,28,12,0.00016203703703703703
train,1920,1080,27,16,0.00020833333333333335
train,1920,1080,30,16,0.0002314814814814815
train,1920,1080,39,17,0.0003197337962962963
train,1920,1080,21,9,9.114583333333334e-05
train,1920,1080,33,15,0.00023871527777777777
train,1920,1080,21,12,0.00012152777777777777
train,1920,1080,23,11,0.00012201003086419753
train,1920,1080,21,11,0.00011140046296296297
train,1920,1080,21,10,0.00010127314814814815
train,1920,1080,23,11,0.00012201003086419753
train,1920,1080,24,12,0.0001388888888888889
train,1920,1080,24,11,0.0001273148148148148
train,1920,1080,23,9,9.98263888888889e-05
train,1920,1080,25,10,0.00012056327160493826
train,1920,1080,31,13,0.0001943479938271605
train,1920,1080,30,13,0.0001880787037037037
train,1920,1080,30,21,0.00030381944444444445
train,1920,1080,32,18,0.0002777777777777778
train,1920,1080,36,14,0.00024305555555555555
train,1920,1080,34,16,0.0002623456790123457
train,1920,1080,34,15,0.00024594907407407405
train,1920,1080,29,14,0.00019579475308641975
train,1920,1080,35,16,0.0002700617283950617
train,1920,1080,36,18,0.0003125
train,1920,1080,31,19,0.00028404706790123455
train,1920,1080,29,12,0.00016782407407407406
train,1920,1080,34,15,0.00024594907407407405
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,33,16,0.0002546296296296296
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,36,15,0.00026041666666666666
train,1920,1080,31,14,0.00020929783950617283
train,1920,1080,29,14,0.00019579475308641975
train,1920,1080,28,12,0.00016203703703703703
train,1920,1080,34,21,0.0003443287037037037
train,1920,1080,33,16,0.0002546296296296296
train,1920,1080,34,18,0.0002951388888888889
train,1920,1080,35,15,0.00025318287037037036
train,1920,1080,37,13,0.00023196373456790123
train,1920,1080,36,16,0.0002777777777777778
train,1920,1080,39,17,0.0003197337962962963
train,1920,1080,33,13,0.00020688657407407407
train,1920,1080,36,12,0.00020833333333333335
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,44,20,0.0004243827160493827
train,1920,1080,37,20,0.0003568672839506173
train,1920,1080,45,23,0.0004991319444444444
train,1920,1080,47,24,0.0005439814814814814
train,1920,1080,37,24,0.00042824074074074075
train,1920,1080,39,16,0.00030092592592592595
train,1920,1080,41,25,0.0004943094135802469
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,41,16,0.00031635802469135804
train,1920,1080,28,10,0.00013503086419753085
train,1920,1080,34,24,0.0003935185185185185
train,1920,1080,35,10,0.00016878858024691357
train,1920,1080,33,14,0.00022280092592592593
train,1920,1080,45,15,0.0003255208333333333
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,42,16,0.00032407407407407406
train,1920,1080,55,16,0.0004243827160493827
train,1920,1080,35,13,0.00021942515432098766
train,1920,1080,43,23,0.0004769483024691358
train,1920,1080,42,26,0.0005266203703703703
train,1920,1080,46,24,0.0005324074074074074
train,1920,1080,42,20,0.0004050925925925926
train,1920,1080,42,18,0.00036458333333333335
train,1920,1080,22,10,0.00010609567901234568
train,1920,1080,22,9,9.548611111111112e-05
train,1920,1080,26,11,0.00013792438271604938
train,1920,1080,20,9,8.680555555555556e-05
train,1920,1080,26,20,0.0002507716049382716
train,1920,1080,38,19,0.0003481867283950617
train,1920,1080,32,15,0.0002314814814814815
train,1920,1080,34,13,0.00021315586419753087
train,1920,1080,31,16,0.00023919753086419754
train,1920,1080,56,23,0.000621141975308642
train,1920,1080,36,14,0.00024305555555555555
train,1920,1080,43,20,0.0004147376543209877
train,1920,1080,40,14,0.0002700617283950617
train,1920,1080,77,38,0.0014110725308641976
train,1920,1080,55,44,0.0011670524691358025
train,1920,1080,60,34,0.0009837962962962962
train,1920,1080,38,19,0.0003481867283950617
train,1920,1080,36,24,0.0004166666666666667
train,1920,1080,37,22,0.000392554012345679
train,1920,1080,32,15,0.0002314814814814815
train,1920,1080,33,23,0.0003660300925925926
train,1920,1080,35,21,0.00035445601851851854
train,1920,1080,42,22,0.00044560185185185187
train,1920,1080,36,27,0.00046875
train,1920,1080,49,26,0.0006143904320987654
train,1920,1080,34,14,0.00022955246913580247
train,1920,1080,24,18,0.00020833333333333335
train,1920,1080,36,18,0.0003125
train,1920,1080,40,16,0.00030864197530864197
train,1920,1080,40,21,0.0004050925925925926
train,1920,1080,45,35,0.0007595486111111111
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,44,26,0.0005516975308641975
train,1920,1080,37,15,0.00026765046296296297
train,1920,1080,38,20,0.00036651234567901237
train,1920,1080,45,25,0.0005425347222222222
train,1920,1080,59,39,0.001109664351851852
train,1920,1080,51,24,0.0005902777777777778
train,1920,1080,48,23,0.0005324074074074074
train,1920,1080,40,19,0.00036651234567901237
train,1920,1080,52,29,0.0007272376543209876
train,1920,1080,45,24,0.0005208333333333333
train,1920,1080,48,32,0.0007407407407407407
train,1920,1080,53,30,0.0007667824074074074
train,1920,1080,42,21,0.0004253472222222222
train,1920,1080,44,23,0.0004880401234567901
train,1920,1080,46,26,0.0005767746913580247
train,1920,1080,44,24,0.0005092592592592592
train,1920,1080,37,18,0.00032118055555555556
train,1920,1080,29,20,0.0002797067901234568
train,1920,1080,36,20,0.00034722222222222224
train,1920,1080,42,25,0.0005063657407407407
train,1920,1080,43,21,0.00043547453703703706
train,1920,1080,49,24,0.0005671296296296297
train,1920,1080,57,27,0.0007421875
train,1920,1080,58,27,0.0007552083333333333
train,1920,1080,40,30,0.0005787037037037037
train,1920,1080,43,22,0.00045621141975308644
train,1920,1080,23,11,0.00012201003086419753
train,1920,1080,20,11,0.00010609567901234568
train,1920,1080,15,10,7.233796296296296e-05
train,1920,1080,17,10,8.198302469135803e-05
train,1920,1080,15,7,5.063657407407407e-05
train,1920,1080,17,10,8.198302469135803e-05
train,1920,1080,17,11,9.018132716049383e-05
train,1920,1080,15,8,5.787037037037037e-05
train,1920,1080,19,12,0.0001099537037037037
train,1920,1080,22,14,0.00014853395061728396
train,1920,1080,14,8,5.401234567901235e-05
train,1920,1080,16,13,0.00010030864197530864
train,1920,1080,25,15,0.0001808449074074074
train,1920,1080,17,8,6.558641975308642e-05
train,1920,1080,27,11,0.00014322916666666667
train,1920,1080,29,18,0.0002517361111111111
train,1920,1080,25,11,0.0001326195987654321
train,1920,1080,26,16,0.00020061728395061727
train,1920,1080,30,15,0.00021701388888888888
train,1920,1080,47,25,0.0005666473765432099
train,1920,1080,32,18,0.0002777777777777778
train,1920,1080,23,9,9.98263888888889e-05
train,1920,1080,41,29,0.0005733989197530864
train,1920,1080,50,38,0.0009162808641975308
train,1920,1080,24,12,0.0001388888888888889
train,1920,1080,18,8,6.944444444444444e-05
train,1920,1080,25,13,0.00015673225308641974
train,1920,1080,27,14,0.00018229166666666667
train,1920,1080,36,26,0.00045138888888888887
train,1920,1080,21,8,8.101851851851852e-05
train,1920,1080,31,11,0.0001644483024691358
train,1920,1080,47,23,0.0005213155864197531
train,1920,1080,33,13,0.00020688657407407407
train,1920,1080,19,13,0.00011911651234567901
train,1920,1080,17,8,6.558641975308642e-05
train,1920,1080,28,12,0.00016203703703703703
train,1920,1080,96,36,0.0016666666666666668
train,1920,1080,103,21,0.0010431134259259258
train,1920,1080,90,57,0.0024739583333333332
train,1920,1080,44,25,0.0005304783950617284
train,1920,1080,26,14,0.00017554012345679014
train,1920,1080,27,13,0.00016927083333333334
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,20,9,8.680555555555556e-05
train,1920,1080,26,10,0.0001253858024691358
train,1920,1080,35,11,0.00018566743827160494
train,1920,1080,34,11,0.00018036265432098766
train,1920,1080,60,32,0.000925925925925926
train,1920,1080,49,27,0.0006380208333333333
train,1920,1080,36,15,0.00026041666666666666
train,1920,1080,24,13,0.00015046296296296297
train,1920,1080,41,23,0.00045476466049382714
train,1920,1080,36,11,0.00019097222222222223
train,1920,1080,34,18,0.0002951388888888889
train,1920,1080,17,9,7.378472222222222e-05
train,1920,1080,25,10,0.00012056327160493826
train,1920,1080,20,12,0.00011574074074074075
train,1920,1080,34,12,0.00019675925925925926
train,1920,1080,52,19,0.00047646604938271606
train,1920,1080,30,12,0.00017361111111111112
train,1920,1080,32,15,0.0002314814814814815
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,30,15,0.00021701388888888888
train,1920,1080,62,20,0.0005979938271604939
train,1920,1080,45,18,0.000390625
train,1920,1080,44,33,0.0007002314814814815
train,1920,1080,30,16,0.0002314814814814815
train,1920,1080,35,22,0.0003713348765432099
train,1920,1080,36,17,0.0002951388888888889
train,1920,1080,35,13,0.00021942515432098766
train,1920,1080,19,8,7.330246913580247e-05
train,1920,1080,28,18,0.00024305555555555555
train,1920,1080,22,11,0.00011670524691358024
train,1920,1080,31,12,0.00017939814814814815
train,1920,1080,42,9,0.00018229166666666667
train,1920,1080,40,15,0.00028935185185185184
train,1920,1080,45,18,0.000390625
train,1920,1080,32,12,0.00018518518518518518
train,1920,1080,22,6,6.36574074074074e-05
train,1920,1080,18,12,0.00010416666666666667
train,1920,1080,39,20,0.0003761574074074074
train,1920,1080,26,10,0.0001253858024691358
train,1920,1080,36,13,0.00022569444444444443
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,23,13,0.00014419367283950618
train,1920,1080,62,15,0.00044849537037037037
train,1920,1080,20,12,0.00011574074074074075
train,1920,1080,24,13,0.00015046296296296297
train,1920,1080,26,11,0.00013792438271604938
train,1920,1080,26,10,0.0001253858024691358
train,1920,1080,26,9,0.00011284722222222222
train,1920,1080,35,12,0.0002025462962962963
train,1920,1080,66,32,0.0010185185185185184
train,1920,1080,56,22,0.0005941358024691358
train,1920,1080,48,29,0.0006712962962962962
train,1920,1080,43,29,0.0006013695987654321
train,1920,1080,26,11,0.00013792438271604938
train,1920,1080,38,23,0.0004214891975308642
train,1920,1080,23,12,0.00013310185185185186
train,1920,1080,32,16,0.0002469135802469136
train,1920,1080,36,15,0.00026041666666666666
train,1920,1080,44,19,0.00040316358024691356
train,1920,1080,51,37,0.000910011574074074
train,1920,1080,68,40,0.0013117283950617284
train,1920,1080,75,31,0.001121238425925926
train,1920,1080,66,36,0.0011458333333333333
train,1920,1080,53,31,0.0007923418209876543
train,1920,1080,45,23,0.0004991319444444444
train,1920,1080,50,32,0.0007716049382716049
train,1920,1080,59,24,0.0006828703703703704
train,1920,1080,66,24,0.0007638888888888889
train,1920,1080,59,34,0.0009673996913580247
train,1920,1080,50,22,0.0005304783950617284
train,1920,1080,70,42,0.0014178240740740742
train,1920,1080,37,29,0.0005174575617283951
train,1920,1080,55,33,0.0008752893518518518
train,1920,1080,45,19,0.0004123263888888889
train,1920,1080,44,21,0.00044560185185185187
train,1920,1080,48,27,0.000625
train,1920,1080,42,19,0.00038483796296296297
train,1920,1080,48,20,0.000462962962962963
train,1920,1080,51,28,0.0006886574074074074
train,1920,1080,46,29,0.0006433256172839507
train,1920,1080,46,17,0.0003771219135802469
train,1920,1080,54,19,0.0004947916666666667
train,1920,1080,54,30,0.00078125
train,1920,1080,55,26,0.0006896219135802469
train,1920,1080,48,35,0.0008101851851851852
train,1920,1080,50,33,0.0007957175925925925
train,1920,1080,41,29,0.0005733989197530864
train,1920,1080,49,34,0.0008034336419753086
train,1920,1080,52,26,0.0006520061728395062
train,1920,1080,53,15,0.0003833912037037037
train,1920,1080,36,14,0.00024305555555555555
train,1920,1080,67,36,0.0011631944444444443
train,1920,1080,47,19,0.0004306520061728395
train,1920,1080,47,16,0.00036265432098765433
train,1920,1080,95,56,0.0025655864197530864
train,1920,1080,182,86,0.007548225308641975
train,1920,1080,28,16,0.0002160493827160494
train,1920,1080,18,11,9.548611111111112e-05
train,1920,1080,16,8,6.17283950617284e-05
train,1920,1080,9,8,3.472222222222222e-05
train,1920,1080,8,5,1.9290123456790123e-05
train,1920,1080,13,9,5.642361111111111e-05
train,1920,1080,18,11,9.548611111111112e-05
train,1920,1080,30,18,0.00026041666666666666
train,1920,1080,50,27,0.0006510416666666666
train,1920,1080,50,34,0.0008198302469135802
train,1920,1080,44,27,0.0005729166666666667
train,1920,1080,54,34,0.0008854166666666666
train,1920,1080,25,12,0.00014467592592592592
train,1920,1080,42,30,0.0006076388888888889
train,1920,1080,41,19,0.00037567515432098764
train,1920,1080,55,23,0.0006100501543209876
train,1920,1080,56,39,0.0010532407407407407
train,1920,1080,55,36,0.0009548611111111111
train,1920,1080,48,23,0.0005324074074074074
train,1920,1080,39,26,0.0004890046296296296
train,1920,1080,28,16,0.0002160493827160494
train,1920,1080,19,9,8.246527777777778e-05
train,1920,1080,14,8,5.401234567901235e-05
train,1920,1080,22,11,0.00011670524691358024
train,1920,1080,27,17,0.00022135416666666666
train,1920,1080,11,6,3.18287037037037e-05
train,1920,1080,16,8,6.17283950617284e-05
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,42,30,0.0006076388888888889
train,1920,1080,42,33,0.0006684027777777777
train,1920,1080,62,30,0.0008969907407407407
train,1920,1080,95,42,0.0019241898148148148
train,1920,1080,106,47,0.0024025848765432097
train,1920,1080,24,14,0.00016203703703703703
train,1920,1080,21,11,0.00011140046296296297
train,1920,1080,38,21,0.00038483796296296297
train,1920,1080,85,44,0.0018036265432098766
train,1920,1080,46,33,0.0007320601851851852
train,1920,1080,51,21,0.0005164930555555555
train,1920,1080,35,20,0.00033757716049382714
train,1920,1080,56,31,0.0008371913580246913
train,1920,1080,39,12,0.00022569444444444443
train,1920,1080,44,12,0.0002546296296296296
train,1920,1080,42,18,0.00036458333333333335
train,1920,1080,29,16,0.00022376543209876544
train,1920,1080,38,28,0.0005131172839506173
train,1920,1080,66,21,0.0006684027777777777
train,1920,1080,45,17,0.0003689236111111111
train,1920,1080,49,23,0.0005434992283950617
train,1920,1080,54,30,0.00078125
train,1920,1080,49,18,0.0004253472222222222
train,1920,1080,34,22,0.0003607253086419753
train,1920,1080,63,22,0.0006684027777777777
train,1920,1080,16,7,5.401234567901235e-05
train,1920,1080,33,18,0.00028645833333333333
train,1920,1080,32,17,0.0002623456790123457
train,1920,1080,26,12,0.00015046296296296297
train,1920,1080,30,11,0.00015914351851851853
train,1920,1080,35,22,0.0003713348765432099
